defect_id,defect_type,node_id,link_id,intensity_pct,start_hour,duration_h,flow,BODf,NH4,DO,baseline_flow
46,I,HS1308302,,30,17,6,8.3961,196.77,12.68,1.97,27.9871
47,I,HS1313597,,50,3,24,2.7585,190.72,19.51,3.82,5.517
48,I,MH0242782,,40,13,6,3.5542,134.77,13.08,3.11,8.8856
49,I,HS1316585,,40,17,24,10.0713,221.94,11.14,4.96,25.1783
50,I,MH0101924,,50,8,18,17.4359,151.93,11.13,6.92,34.8718
51,I,HS1313025,,50,20,24,11.1002,266.5,12.22,3.14,22.2003
52,I,HS1313597,,40,1,18,2.2068,263.83,10.52,3.0,5.517
53,I,HS1308302,,40,19,24,11.1948,261.46,12.88,4.48,27.9871
54,I,HS1313025,,30,14,6,6.6601,195.77,6.22,3.71,22.2003
55,I,HS1306601,,40,6,24,57.5998,162.69,17.45,2.43,143.9995
56,I,MH0201710,,40,11,6,6.285,250.65,13.52,3.22,15.7126
57,I,HS1311473,,30,7,24,0.555,137.82,8.51,1.71,1.85
58,I,HS1313925,,40,14,24,0.8005,183.95,19.77,4.14,2.0012
59,I,HS1316585,,30,2,12,7.5535,159.67,14.85,1.61,25.1783
60,I,HS1311339,,40,13,6,2.4015,189.82,19.81,2.46,6.0037
61,I,HS1314237,,30,16,12,8.1935,175.05,6.02,4.28,27.3118
62,I,MH0101924,,50,3,6,17.4359,222.84,11.05,5.82,34.8718
63,I,HS1306601,,50,17,12,71.9998,293.95,14.5,4.05,143.9995
64,I,HS1316415,,40,7,18,2.2714,208.71,10.3,4.66,5.6785
65,I,HS1316417,,50,3,24,4.7895,273.1,14.51,5.24,9.5789
66,I,HS1316585,,40,1,6,10.0713,188.78,14.96,4.62,25.1783
67,I,HS1316814,,40,5,6,1.397,201.79,17.52,5.84,3.4925
68,I,HS1313618,,30,21,24,1.2342,124.05,11.97,3.36,4.114
69,I,HS1306471,,30,9,6,0.6424,116.96,7.79,1.57,2.1414
70,I,HS1311473,,40,3,6,0.74,192.87,18.63,4.3,1.85
71,I,HS1313471,,50,21,12,2.5367,229.93,12.21,5.94,5.0733
72,I,HS1313925,,30,17,6,0.6004,116.26,13.24,3.59,2.0012
73,I,HS1316814,,30,11,18,1.0478,200.1,7.09,1.9,3.4925
74,I,HS1316814,,50,1,18,1.7463,269.09,24.25,6.96,3.4925
75,I,HS1311339,,50,9,24,3.0019,316.11,18.22,6.99,6.0037
76,I,HS1313618,,40,3,6,1.6456,240.28,18.08,3.11,4.114
77,I,HS1313925,,50,13,24,1.0006,204.92,11.16,3.93,2.0012
78,I,HS1316643,,40,15,18,4.4331,132.89,9.81,3.53,11.0827
79,I,HS1313025,,50,14,6,11.1002,232.97,14.96,4.83,22.2003
80,I,MH0201710,,30,7,6,4.7138,136.74,12.93,4.34,15.7126
81,I,HS1316585,,50,13,24,12.5891,151.18,15.28,6.27,25.1783
82,I,HS1316415,,50,22,18,2.8392,309.97,23.47,4.94,5.6785
83,I,HS1316643,,40,7,6,4.4331,182.22,16.03,5.19,11.0827
84,I,HS1313618,,30,20,24,1.2342,200.34,14.83,3.1,4.114
85,I,HS1316417,,50,15,18,4.7895,166.79,16.43,6.83,9.5789
86,I,VP0232532,,30,12,24,0.4332,129.28,10.09,2.51,1.444
87,I,HS1316417,,40,17,12,3.8316,160.36,8.98,2.08,9.5789
88,I,MH0101924,,30,14,6,10.4615,168.02,13.03,3.46,34.8718
89,I,HS1313925,,30,20,12,0.6004,190.71,11.59,2.22,2.0012
90,I,MH0242782,,50,23,18,4.4428,339.55,16.98,3.78,8.8856
91,I,HS1306904,,30,12,12,57.3736,183.34,7.47,2.43,191.2455
92,I,HS1314237,,30,8,12,8.1935,171.28,14.62,2.69,27.3118
93,I,HS1313471,,30,14,18,1.522,172.87,11.65,1.81,5.0733
94,I,HS1313925,,40,12,24,0.8005,247.4,14.79,2.16,2.0012
95,I,MH0101924,,40,0,12,13.9487,131.03,15.77,2.05,34.8718
96,I,HS1316415,,40,6,24,2.2714,273.73,15.63,5.31,5.6785
97,I,HS1313471,,30,8,12,1.522,178.06,14.69,2.31,5.0733
98,I,MH0101924,,40,23,24,13.9487,252.12,15.11,3.29,34.8718
99,I,HS1311473,,30,0,18,0.555,119.26,10.18,3.33,1.85
100,I,HS1316417,,40,11,12,3.8316,256.15,10.18,2.85,9.5789
101,I,HS1316643,,40,7,18,4.4331,208.93,14.2,2.76,11.0827
102,I,HS1311473,,50,23,12,0.925,261.04,13.6,4.88,1.85
103,I,HS1313471,,40,10,18,2.0293,134.89,10.66,4.77,5.0733
104,I,HS1313597,,50,18,18,2.7585,244.65,17.96,4.63,5.517
105,I,HS1313618,,50,16,12,2.057,290.57,14.06,3.76,4.114
106,I,HS1308302,,50,7,12,13.9935,173.91,18.04,6.31,27.9871
107,I,VP0232532,,30,2,12,0.4332,123.18,11.31,3.78,1.444
108,I,HS1311339,,40,2,6,2.4015,167.4,12.33,3.21,6.0037
109,I,HS1313471,,50,0,24,2.5367,159.1,10.82,3.96,5.0733
110,I,HS1313025,,50,4,6,11.1002,170.52,10.18,3.92,22.2003
111,I,MH0242782,,40,9,6,3.5542,274.48,11.03,5.45,8.8856
112,I,HS1308302,,30,6,18,8.3961,98.89,11.67,1.66,27.9871
113,I,HS1313025,,50,8,12,11.1002,348.78,11.78,6.32,22.2003
114,I,HS1311339,,50,6,24,3.0019,305.14,15.71,7.04,6.0037
115,I,HS1313597,,50,8,18,2.7585,263.73,10.9,7.3,5.517
116,I,HS1308302,,30,7,6,8.3961,121.76,6.73,2.22,27.9871
117,I,MH0101924,,30,11,12,10.4615,139.02,12.2,2.91,34.8718
118,I,MH0201710,,30,1,18,4.7138,174.36,10.09,3.56,15.7126
119,I,HS1316643,,50,0,12,5.5414,235.03,18.17,5.74,11.0827
120,I,HS1316643,,30,15,18,3.3248,109.91,8.77,3.75,11.0827
121,E,HS1314505,MH0242303.1,40,22,12,-7.0706,0.0,0.0,0.0,17.6765
122,E,HS1316585,HS1344263.1,50,22,6,-7.0502,0.0,0.0,0.0,14.1004
123,E,HS1316202,HS1316177.1,50,23,24,-34.5508,0.0,0.0,0.0,69.1016
124,E,HS1306571,HS1318293.2,30,4,6,-18.8129,0.0,0.0,0.0,62.7097
125,E,HS2003111,38,40,2,24,11.8751,0.0,0.0,0.0,-29.6879
126,E,MH0242782,MH0258475.1,40,11,12,-1.1097,0.0,0.0,0.0,2.7741
127,E,HS1314237,HS1314210.1,50,7,18,-1.9257,0.0,0.0,0.0,3.8514
128,E,HS1344263,MH0242782.1,30,21,6,-2.6665,0.0,0.0,0.0,8.8884
129,E,HS1314505,MH0242303.1,30,2,24,-5.303,0.0,0.0,0.0,17.6765
130,E,HS2003015,HS2003023.1,50,0,6,-37.0449,0.0,0.0,0.0,74.0899
131,E,HS1316202,HS1316177.1,30,2,24,-20.7305,0.0,0.0,0.0,69.1016
132,E,HS1314477,1,40,4,6,-7.3199,0.0,0.0,0.0,18.2997
133,E,HS1316643,HS1316671.1,40,14,24,-3.5514,0.0,0.0,0.0,8.8784
134,E,HS1313597,link_11,30,13,24,-0.5983,0.0,0.0,0.0,1.9944
135,E,HS1313253,HS1317102.1,50,2,12,-0.0,0.0,0.0,0.0,0.0
136,E,HS1313597,link_11,40,0,24,-0.7978,0.0,0.0,0.0,1.9944
137,E,HS2003046,HS1306601.1,40,4,12,-13.3024,0.0,0.0,0.0,33.256
138,E,HS1314505,HS1314769.1,40,22,24,3.0238,0.0,0.0,0.0,-7.5595
139,E,HS1314477,33,50,13,18,-104.2865,0.0,0.0,0.0,208.5729
140,E,HS1313597,link_11,50,6,18,-0.9972,0.0,0.0,0.0,1.9944
141,E,HS1308302,HS1308301.1,30,8,18,-7.0742,0.0,0.0,0.0,23.5807
142,E,MH0200661,VP0232532.1,40,14,24,-0.5606,0.0,0.0,0.0,1.4016
143,E,HS1313001,20,30,14,12,-0.5553,0.0,0.0,0.0,1.8508
144,E,MH0201629,MH0201597.1,30,9,12,2.0935,0.0,0.0,0.0,-6.9782
145,E,HS2003111,38,50,12,24,14.8439,0.0,0.0,0.0,-29.6879
146,E,HS1306601,HS1306571.1,50,18,18,-53.7476,0.0,0.0,0.0,107.4953
147,E,HS1324403,14,30,6,18,-17.6633,0.0,0.0,0.0,58.8778
148,E,HS1306571,HS1306554.2,50,16,12,-16.6747,0.0,0.0,0.0,33.3493
149,E,HS1314237,HS1314210.1,30,19,18,-1.1554,0.0,0.0,0.0,3.8514
150,E,HS1313597,link_9,30,3,6,-0.1864,0.0,0.0,0.0,0.6212
151,E,HS2003111,HS2003125.1,50,4,12,-0.8315,0.0,0.0,0.0,1.6629
152,E,HS1316585,28,40,22,18,-4.4312,0.0,0.0,0.0,11.0779
153,E,HS1316585,HS1344263.1,50,6,12,-7.0502,0.0,0.0,0.0,14.1004
154,E,HS1313597,HS1313613.1,50,12,6,-1.4417,0.0,0.0,0.0,2.8834
155,E,HS1314477,33,30,14,12,-62.5719,0.0,0.0,0.0,208.5729
156,E,HS1316563,HS1316566.1,50,10,12,-14.7166,0.0,0.0,0.0,29.4332
157,E,HS1313835,HS1316417.1,50,3,12,-4.7861,0.0,0.0,0.0,9.5722
158,E,HS1344263,MH0242782.1,50,12,12,-4.4442,0.0,0.0,0.0,8.8884
159,E,HS1306571,HS1318293.2,50,6,6,-31.3549,0.0,0.0,0.0,62.7097
160,E,HS1316563,HS1316566.1,50,18,24,-14.7166,0.0,0.0,0.0,29.4332
161,E,HS1308259,HS1316726.1,40,21,12,-4.4706,0.0,0.0,0.0,11.1764
162,E,HS1306904,13,30,1,12,-33.1924,0.0,0.0,0.0,110.6414
163,E,HS1314237,HS1314210.1,40,9,18,-1.5406,0.0,0.0,0.0,3.8514
164,E,VP0232532,18,40,12,12,-0.5762,0.0,0.0,0.0,1.4405
165,E,HS1308259,HS1316726.1,50,20,18,-5.5882,0.0,0.0,0.0,11.1764
166,E,HS2003046,HS2003070.1,30,5,24,-12.2824,0.0,0.0,0.0,40.9412
167,E,HS1344263,MH0242782.1,40,11,6,-3.5554,0.0,0.0,0.0,8.8884
168,E,HS1313140,HS1313044.1,50,11,6,4.4921,0.0,0.0,0.0,-8.9841
169,E,HS1313298,16,30,19,24,-6.4749,0.0,0.0,0.0,21.5829
170,E,HS1311339,HS1311349.2,40,10,6,-1.1458,0.0,0.0,0.0,2.8644
171,E,HS1316563,HS1316566.1,50,22,24,-14.7166,0.0,0.0,0.0,29.4332
172,E,HS1313597,link_9,30,6,24,-0.1864,0.0,0.0,0.0,0.6212
173,E,HS1308259,HS1316726.1,40,0,24,-4.4706,0.0,0.0,0.0,11.1764
174,E,HS1314477,33,50,0,6,-104.2865,0.0,0.0,0.0,208.5729
175,E,HS2003111,HS1314268.1,50,19,18,-14.0291,0.0,0.0,0.0,28.0583
176,E,HS1314237,HS1314210.1,50,12,24,-1.9257,0.0,0.0,0.0,3.8514
177,E,HS1313140,HS1313044.1,50,8,12,4.4921,0.0,0.0,0.0,-8.9841
178,E,HS1306571,HS1318293.2,30,2,6,-18.8129,0.0,0.0,0.0,62.7097
179,E,HS1306601,HS1306571.1,30,6,24,-32.2486,0.0,0.0,0.0,107.4953
180,E,HS1313835,HS1316417.1,40,5,24,-3.8289,0.0,0.0,0.0,9.5722
181,E,HS1313298,HS1313343.1,30,7,12,-3.1329,0.0,0.0,0.0,10.4429
182,E,HS1314505,MH0242303.1,50,8,18,-8.8383,0.0,0.0,0.0,17.6765
183,E,HS1313402,HS1313391.1,30,4,18,-17.4988,0.0,0.0,0.0,58.3294
184,E,MH0200661,VP0232532.1,50,0,18,-0.7008,0.0,0.0,0.0,1.4016
185,E,HS1344263,MH0242782.1,30,18,24,-2.6665,0.0,0.0,0.0,8.8884
186,E,HS1314477,1,40,9,24,-7.3199,0.0,0.0,0.0,18.2997
187,E,HS1313597,link_11,30,11,24,-0.5983,0.0,0.0,0.0,1.9944
188,E,HS1313835,HS1316417.1,50,23,6,-4.7861,0.0,0.0,0.0,9.5722
189,E,HS1311339,HS1311349.2,40,14,12,-1.1458,0.0,0.0,0.0,2.8644
190,E,HS1316202,HS1316445.1,50,21,24,-3.3758,0.0,0.0,0.0,6.7516
191,E,HS1316585,HS1344263.1,40,23,12,-5.6401,0.0,0.0,0.0,14.1004
192,E,HS1316721,31,40,8,12,-3.6174,0.0,0.0,0.0,9.0435
193,E,HS1308259,HS1316726.1,50,19,18,-5.5882,0.0,0.0,0.0,11.1764
194,E,HS1313835,HS1316417.1,50,16,6,-4.7861,0.0,0.0,0.0,9.5722
195,E,HS1316585,28,50,16,24,-5.539,0.0,0.0,0.0,11.0779
196,E,HS1306571,HS1306554.2,50,19,18,-16.6747,0.0,0.0,0.0,33.3493
197,E,MH0242782,MH0258475.1,50,11,18,-1.3871,0.0,0.0,0.0,2.7741
198,E,HS1313025,21,30,6,24,-2.1134,0.0,0.0,0.0,7.0447
199,E,HS1314237,HS1314210.1,50,1,12,-1.9257,0.0,0.0,0.0,3.8514
200,E,HS1316563,10,50,2,18,-0.0,0.0,0.0,0.0,0.0
201,E,HS1314477,1,30,16,12,-5.4899,0.0,0.0,0.0,18.2997
202,E,HS1316202,HS1316445.1,40,4,6,-2.7006,0.0,0.0,0.0,6.7516
203,E,HS1316643,HS1316676.1,50,16,12,-1.07,0.0,0.0,0.0,2.14
204,E,HS1313835,HS1316417.1,40,23,6,-3.8289,0.0,0.0,0.0,9.5722
205,E,HS1306904,HS1313402.2,30,16,12,-19.2026,0.0,0.0,0.0,64.0085
206,E,HS2003111,38,40,16,18,11.8751,0.0,0.0,0.0,-29.6879
207,E,HS1316202,HS1316177.1,30,1,18,-20.7305,0.0,0.0,0.0,69.1016
208,E,HS1313253,24,40,1,6,-2.6663,0.0,0.0,0.0,6.6658
209,E,HS1313253,24,30,21,24,-1.9997,0.0,0.0,0.0,6.6658
210,E,HS1313298,HS1313343.1,30,22,6,-3.1329,0.0,0.0,0.0,10.4429
211,E,HS1316721,31,50,4,6,-4.5217,0.0,0.0,0.0,9.0435
212,E,HS1313001,22,40,0,12,-0.5236,0.0,0.0,0.0,1.3089
213,E,HS1313402,MH0101924.1,30,0,12,-10.4571,0.0,0.0,0.0,34.8571
214,E,HS1316563,10,50,18,6,-0.0,0.0,0.0,0.0,0.0
215,E,HS1344263,MH0242782.1,40,1,18,-3.5554,0.0,0.0,0.0,8.8884
216,E,HS1313140,HS1313044.1,50,20,12,4.4921,0.0,0.0,0.0,-8.9841
217,E,HS1306601,HS1306571.1,50,11,24,-53.7476,0.0,0.0,0.0,107.4953
218,E,MH0200661,VP0232532.1,30,5,12,-0.4205,0.0,0.0,0.0,1.4016
219,E,HS1314477,1,40,22,12,-7.3199,0.0,0.0,0.0,18.2997
220,E,HS1313597,link_9,40,3,24,-0.2485,0.0,0.0,0.0,0.6212
221,E,HS2003046,HS1306601.1,30,22,6,-9.9768,0.0,0.0,0.0,33.256
222,E,HS1313205,HS1313167.1,30,10,24,-2.0151,0.0,0.0,0.0,6.7169
223,E,HS1306601,HS1313220.1,40,23,6,-12.8692,0.0,0.0,0.0,32.1729
224,E,HS1313597,link_11,50,16,6,-0.9972,0.0,0.0,0.0,1.9944
225,E,HS1313253,HS1317102.1,50,5,6,-0.0,0.0,0.0,0.0,0.0
226,E,HS2003111,38,40,23,24,11.8751,0.0,0.0,0.0,-29.6879
227,E,HS1316585,28,40,4,6,-4.4312,0.0,0.0,0.0,11.0779
228,E,HS1316202,HS1316177.1,30,19,18,-20.7305,0.0,0.0,0.0,69.1016
229,E,HS1313835,HS1313794.1,40,1,24,-18.6513,0.0,0.0,0.0,46.6284
230,E,HS1316721,31,40,5,18,-3.6174,0.0,0.0,0.0,9.0435
231,E,HS1313402,MH0101924.1,50,21,6,-17.4285,0.0,0.0,0.0,34.8571
232,E,HS1316721,HS1316811.1,40,10,12,-2.7005,0.0,0.0,0.0,6.7512
233,E,HS1316721,31,40,15,6,-3.6174,0.0,0.0,0.0,9.0435
234,E,HS1313597,link_9,50,15,18,-0.3106,0.0,0.0,0.0,0.6212
235,E,HS1308302,HS1308301.1,40,0,18,-9.4323,0.0,0.0,0.0,23.5807
236,E,HS1313001,22,50,8,24,-0.6545,0.0,0.0,0.0,1.3089
237,E,HS1316585,28,50,5,12,-5.539,0.0,0.0,0.0,11.0779
238,E,HS1313835,HS1313794.1,30,15,24,-13.9885,0.0,0.0,0.0,46.6284
239,E,HS1313001,22,50,2,18,-0.6545,0.0,0.0,0.0,1.3089
240,E,HS1316721,31,30,19,6,-2.713,0.0,0.0,0.0,9.0435
241,P,HS1316643,,30,3,12,0.665,679.08,132.99,18.46,11.0827
242,P,HS1314237,,40,18,6,2.1849,1012.29,140.28,18.74,27.3118
243,P,HS1308302,,50,2,6,2.7987,1448.28,222.41,26.87,27.9871
244,P,HS1316814,,50,18,12,0.3493,1727.24,331.75,28.18,3.4925
245,P,HS1313597,,40,19,24,0.4414,848.66,196.64,18.43,5.517
246,P,HS1313140,,30,6,6,0.5403,644.09,99.69,16.3,9.0045
247,P,HS1306471,,30,19,18,0.1285,929.01,129.02,20.94,2.1414
248,P,HS1316563,,40,8,6,3.7152,1284.34,135.87,23.23,46.4402
249,P,HS2003046,,50,0,12,7.4197,1720.84,193.0,24.03,74.1972
250,P,HS1311473,,40,7,12,0.148,1118.98,236.74,17.0,1.85
251,P,HS1306601,,50,6,12,14.4,1953.59,287.36,24.49,143.9995
252,P,HS1306471,,30,17,24,0.1285,657.94,178.66,18.74,2.1414
253,P,MH0101924,,30,7,6,2.0923,937.01,170.4,13.93,34.8718
254,P,HS1313140,,40,0,24,0.7204,1574.72,216.07,17.63,9.0045
255,P,HS1314237,,50,10,24,2.7312,1656.74,194.85,17.16,27.3118
256,P,MH0101924,,40,17,12,2.7897,1259.28,249.16,25.52,34.8718
257,P,HS1313925,,50,22,12,0.2001,1026.25,335.82,31.59,2.0012
258,P,HS1316643,,30,9,24,0.665,1021.62,127.08,13.08,11.0827
259,P,HS1316585,,30,2,6,1.5107,994.41,98.35,17.89,25.1783
260,P,HS1316585,,30,6,18,1.5107,729.08,140.38,13.09,25.1783
261,P,HS1306904,,40,15,24,15.2996,1421.47,210.81,13.36,191.2455
262,P,MH0201710,,30,15,6,0.9428,1004.38,122.65,16.94,15.7126
263,P,MH0242782,,50,19,12,0.8886,1273.17,300.99,17.28,8.8856
264,P,HS1316415,,30,16,12,0.3407,891.98,170.06,9.55,5.6785
265,P,HS1316417,,50,1,6,0.9579,1204.42,339.06,30.35,9.5789
266,P,HS1313925,,40,0,18,0.1601,895.99,199.58,18.89,2.0012
267,P,HS1313025,,40,15,12,1.776,1200.21,253.34,24.9,22.2003
268,P,HS1306471,,40,11,12,0.1713,1148.98,193.56,13.25,2.1414
269,P,HS1306601,,50,4,12,14.4,1404.42,278.03,20.79,143.9995
270,P,HS1316417,,30,4,6,0.5747,1080.79,164.18,18.98,9.5789
271,P,HS1306904,,30,22,24,11.4747,745.99,160.66,15.29,191.2455
272,P,HS1316417,,40,8,12,0.7663,977.26,244.66,13.22,9.5789
273,P,HS2003046,,30,8,24,4.4518,716.34,183.15,13.21,74.1972
274,P,HS2003046,,30,2,18,4.4518,687.87,113.67,16.23,74.1972
275,P,HS1313925,,50,18,12,0.2001,1951.29,275.59,24.28,2.0012
276,P,HS1314237,,50,15,12,2.7312,1642.99,347.31,21.46,27.3118
277,P,HS2003046,,40,15,18,5.9358,854.63,190.75,16.85,74.1972
278,P,HS1316643,,50,2,12,1.1083,1507.34,212.08,24.04,11.0827
279,P,MH0201710,,40,19,24,1.257,861.38,258.28,25.68,15.7126
280,P,HS1311339,,50,23,6,0.6004,1462.71,260.86,30.84,6.0037
281,P,MH0201710,,40,21,24,1.257,1321.47,171.44,19.61,15.7126
282,P,HS1313025,,30,23,6,1.332,1086.58,190.49,20.79,22.2003
283,P,HS1306471,,50,0,6,0.2141,1039.14,291.52,34.82,2.1414
284,P,HS1316563,,50,23,24,4.644,1363.9,333.59,22.75,46.4402
285,P,HS1313925,,40,19,24,0.1601,1431.38,223.57,13.05,2.0012
286,P,HS1308302,,50,10,24,2.7987,1284.15,294.75,28.13,27.9871
287,P,HS1311339,,30,16,24,0.3602,949.64,106.97,13.2,6.0037
288,P,HS2003046,,50,7,18,7.4197,1128.95,291.77,16.69,74.1972
289,P,MH0101924,,40,3,12,2.7897,1450.55,227.22,25.26,34.8718
290,P,HS1313618,,50,5,6,0.4114,1646.02,234.68,22.24,4.114
291,P,HS1306904,,40,7,24,15.2996,1073.39,242.58,15.07,191.2455
292,P,HS1313025,,30,19,24,1.332,1106.66,102.14,18.25,22.2003
293,P,HS1313618,,50,2,24,0.4114,1876.39,273.61,26.94,4.114
294,P,HS1313025,,30,15,18,1.332,1032.71,95.24,13.37,22.2003
295,P,HS1313618,,30,2,24,0.2468,1051.43,184.06,11.81,4.114
296,P,HS1311473,,40,17,24,0.148,1523.18,151.04,22.85,1.85
297,P,HS1314237,,40,13,24,2.1849,1422.5,200.47,18.7,27.3118
298,P,VP0232532,,30,17,12,0.0866,1123.8,96.26,14.77,1.444
299,P,HS1306904,,50,1,18,19.1245,1851.17,207.01,30.26,191.2455
300,P,HS1316643,,40,21,24,0.8866,1464.84,134.67,26.57,11.0827
