defect_id,defect_type,node_id,link_id,intensity_pct,start_hour,duration_h,flow,BODf,NH4,DO,baseline_flow
71,E,HS1313205,HS1313167.1,40,21,18,-2.6868,0.0,0.0,0.0,6.7169
72,E,HS1314505,HS1314769.1,30,17,18,2.2678,0.0,0.0,0.0,-7.5595
73,E,HS1316643,HS1316671.1,50,11,6,-4.4392,0.0,0.0,0.0,8.8784
74,E,HS1313205,HS1318293.1,50,1,24,-22.3967,0.0,0.0,0.0,44.7933
75,E,HS1308259,HS1316726.1,50,9,6,-5.5882,0.0,0.0,0.0,11.1764
76,E,HS2003046,HS1306601.1,50,3,24,-16.628,0.0,0.0,0.0,33.256
77,E,MH0101924,MH0100292.1,50,13,18,-15.1592,0.0,0.0,0.0,30.3184
78,E,HS1316643,HS1316676.1,40,15,18,-0.856,0.0,0.0,0.0,2.14
79,E,MH0200661,VP0232532.1,40,14,18,-0.5606,0.0,0.0,0.0,1.4016
80,E,HS1313298,16,40,7,12,-8.6332,0.0,0.0,0.0,21.5829
81,P,HS2003015,,40,13,24,5.9343,1243.53,150.69,22.64,74.1787
82,P,HS1313001,,50,22,12,0.7053,1615.51,210.19,25.96,7.0525
83,P,HS1316643,,40,7,12,0.8866,1143.91,212.8,22.48,11.0827
84,P,HS1306554,,40,20,6,2.6704,1208.94,247.0,27.36,33.3805
85,P,HS1313298,,50,15,12,3.2026,1515.45,276.59,21.7,32.0259
86,P,HS1311339,,50,12,6,0.6004,1806.56,179.47,15.92,6.0037
87,P,HS1308259,,50,17,6,1.2296,1455.42,327.23,26.51,12.2961
88,P,HS1313001,,40,14,12,0.5642,918.06,230.02,26.28,7.0525
89,P,HS1316585,,40,20,24,2.0143,1443.29,231.35,19.43,25.1783
90,P,MH0201629,,30,23,24,0.4191,873.88,186.17,17.01,6.9856
91,P,MH0201629,,50,12,24,0.6986,1612.65,293.85,25.1,6.9856
92,P,MH0201629,,40,8,24,0.5588,1160.06,240.28,25.44,6.9856
93,P,HS1344263,,50,14,24,1.4101,1274.6,165.5,20.71,14.1007
94,P,HS1344263,,40,12,12,1.1281,864.46,144.13,18.13,14.1007
95,P,HS2003046,,50,0,12,7.4197,1414.87,216.18,24.32,74.1972
96,P,HS1313205,,30,6,18,3.7611,833.69,182.38,20.35,62.6852
97,P,HS1344902,,50,8,24,0.4887,1005.9,220.35,30.07,4.887
98,P,HS2003015,,50,23,12,7.4179,1799.87,329.56,24.76,74.1787
99,P,HS1344263,,40,0,18,1.1281,1111.09,227.02,24.77,14.1007
100,P,HS1313298,,40,11,24,2.5621,821.57,183.04,21.03,32.0259
