defect_id,defect_type,node_id,link_id,intensity_pct,start_hour,duration_h,flow,BODf,NH4,DO,baseline_flow,source_start_hour,source_duration_h,temporal_protocol
78,I,HS1344263,,50,0.0,48.0,7.0503,0.0,0.0,0.0,14.1007,14,12,fulltime_injection
79,I,HS1344263,,40,0.0,48.0,5.6403,0.0,0.0,0.0,14.1007,8,18,fulltime_injection
80,I,HS1344263,,60,0.0,48.0,8.4604,0.0,0.0,0.0,14.1007,14,12,fulltime_injection
81,I,HS1313471,,60,0.0,48.0,3.044,0.0,0.0,0.0,5.0733,14,12,fulltime_injection
82,I,HS1313471,,50,0.0,48.0,2.5367,0.0,0.0,0.0,5.0733,20,18,fulltime_injection
83,I,HS1313471,,60,0.0,48.0,3.044,0.0,0.0,0.0,5.0733,8,6,fulltime_injection
84,I,HS1313471,,60,0.0,48.0,3.044,0.0,0.0,0.0,5.0733,2,18,fulltime_injection
85,I,HS1313471,,40,0.0,48.0,2.0293,0.0,0.0,0.0,5.0733,14,18,fulltime_injection
86,I,MH0200661,,60,0.0,48.0,2.0885,0.0,0.0,0.0,3.4808,8,18,fulltime_injection
87,I,MH0200661,,50,0.0,48.0,1.7404,0.0,0.0,0.0,3.4808,20,18,fulltime_injection
88,I,MH0200661,,50,0.0,48.0,1.7404,0.0,0.0,0.0,3.4808,2,24,fulltime_injection
89,I,MH0200661,,50,0.0,48.0,1.7404,0.0,0.0,0.0,3.4808,20,12,fulltime_injection
90,I,MH0200661,,50,0.0,48.0,1.7404,0.0,0.0,0.0,3.4808,8,6,fulltime_injection
91,I,HS1314237,,50,0.0,48.0,13.6559,0.0,0.0,0.0,27.3118,20,18,fulltime_injection
92,I,HS1314237,,50,0.0,48.0,13.6559,0.0,0.0,0.0,27.3118,20,12,fulltime_injection
93,I,HS1314237,,50,0.0,48.0,13.6559,0.0,0.0,0.0,27.3118,14,24,fulltime_injection
94,I,HS1314237,,40,0.0,48.0,10.9247,0.0,0.0,0.0,27.3118,2,24,fulltime_injection
95,I,HS1314237,,50,0.0,48.0,13.6559,0.0,0.0,0.0,27.3118,8,18,fulltime_injection
96,I,HS1306601,,50,0.0,48.0,71.9998,0.0,0.0,0.0,143.9995,20,24,fulltime_injection
97,I,HS1306601,,40,0.0,48.0,57.5998,0.0,0.0,0.0,143.9995,20,18,fulltime_injection
98,I,HS1306601,,60,0.0,48.0,86.3997,0.0,0.0,0.0,143.9995,14,6,fulltime_injection
99,I,HS1306601,,60,0.0,48.0,86.3997,0.0,0.0,0.0,143.9995,8,18,fulltime_injection
100,I,HS1306601,,60,0.0,48.0,86.3997,0.0,0.0,0.0,143.9995,2,12,fulltime_injection
101,I,HS1316202,,60,0.0,48.0,45.5119,0.0,0.0,0.0,75.8532,20,18,fulltime_injection
102,I,HS1316202,,60,0.0,48.0,45.5119,0.0,0.0,0.0,75.8532,14,6,fulltime_injection
103,I,HS1316202,,50,0.0,48.0,37.9266,0.0,0.0,0.0,75.8532,20,24,fulltime_injection
104,I,HS1316202,,40,0.0,48.0,30.3413,0.0,0.0,0.0,75.8532,2,18,fulltime_injection
105,I,HS1316202,,40,0.0,48.0,30.3413,0.0,0.0,0.0,75.8532,2,24,fulltime_injection
106,I,HS1313618,,50,0.0,48.0,2.057,0.0,0.0,0.0,4.114,20,6,fulltime_injection
107,I,HS1313618,,50,0.0,48.0,2.057,0.0,0.0,0.0,4.114,20,24,fulltime_injection
108,I,HS1313618,,60,0.0,48.0,2.4684,0.0,0.0,0.0,4.114,2,24,fulltime_injection
109,I,HS1313618,,50,0.0,48.0,2.057,0.0,0.0,0.0,4.114,2,18,fulltime_injection
110,I,HS1313618,,40,0.0,48.0,1.6456,0.0,0.0,0.0,4.114,8,24,fulltime_injection
111,I,HS1306471,,50,0.0,48.0,1.0707,0.0,0.0,0.0,2.1414,8,6,fulltime_injection
112,I,HS1306471,,40,0.0,48.0,0.8566,0.0,0.0,0.0,2.1414,14,24,fulltime_injection
113,I,HS1306471,,40,0.0,48.0,0.8566,0.0,0.0,0.0,2.1414,8,24,fulltime_injection
114,I,HS1306471,,50,0.0,48.0,1.0707,0.0,0.0,0.0,2.1414,20,6,fulltime_injection
115,I,HS1306471,,60,0.0,48.0,1.2848,0.0,0.0,0.0,2.1414,8,24,fulltime_injection
116,I,HS2003015,,50,0.0,48.0,37.0893,0.0,0.0,0.0,74.1787,14,12,fulltime_injection
117,I,HS2003015,,40,0.0,48.0,29.6715,0.0,0.0,0.0,74.1787,14,18,fulltime_injection
118,I,HS2003015,,60,0.0,48.0,44.5072,0.0,0.0,0.0,74.1787,14,24,fulltime_injection
119,I,HS2003015,,40,0.0,48.0,29.6715,0.0,0.0,0.0,74.1787,2,12,fulltime_injection
120,I,HS2003015,,50,0.0,48.0,37.0893,0.0,0.0,0.0,74.1787,14,6,fulltime_injection
121,I,HS1313140,,40,0.0,48.0,3.6018,0.0,0.0,0.0,9.0045,8,6,fulltime_injection
122,I,HS1313140,,60,0.0,48.0,5.4027,0.0,0.0,0.0,9.0045,8,6,fulltime_injection
123,I,HS1313140,,60,0.0,48.0,5.4027,0.0,0.0,0.0,9.0045,14,6,fulltime_injection
124,I,HS1313140,,50,0.0,48.0,4.5023,0.0,0.0,0.0,9.0045,14,18,fulltime_injection
125,I,HS1313140,,40,0.0,48.0,3.6018,0.0,0.0,0.0,9.0045,2,18,fulltime_injection
126,I,HS1308302,,60,0.0,48.0,16.7922,0.0,0.0,0.0,27.9871,20,6,fulltime_injection
127,I,HS1308302,,50,0.0,48.0,13.9935,0.0,0.0,0.0,27.9871,8,18,fulltime_injection
128,I,HS1308302,,60,0.0,48.0,16.7922,0.0,0.0,0.0,27.9871,20,18,fulltime_injection
129,I,HS1308302,,40,0.0,48.0,11.1948,0.0,0.0,0.0,27.9871,14,18,fulltime_injection
130,I,HS1308302,,60,0.0,48.0,16.7922,0.0,0.0,0.0,27.9871,8,12,fulltime_injection
131,I,HS2003085,,50,0.0,48.0,15.6964,0.0,0.0,0.0,31.3929,14,6,fulltime_injection
132,I,HS2003085,,40,0.0,48.0,12.5572,0.0,0.0,0.0,31.3929,20,6,fulltime_injection
133,I,HS2003085,,60,0.0,48.0,18.8357,0.0,0.0,0.0,31.3929,14,24,fulltime_injection
134,I,HS2003085,,50,0.0,48.0,15.6964,0.0,0.0,0.0,31.3929,8,12,fulltime_injection
135,I,HS2003085,,50,0.0,48.0,15.6964,0.0,0.0,0.0,31.3929,2,24,fulltime_injection
136,I,HS1306571,,60,0.0,48.0,64.5455,0.0,0.0,0.0,107.5758,8,6,fulltime_injection
137,I,HS1306571,,60,0.0,48.0,64.5455,0.0,0.0,0.0,107.5758,14,18,fulltime_injection
138,I,HS1306571,,50,0.0,48.0,53.7879,0.0,0.0,0.0,107.5758,2,6,fulltime_injection
139,I,HS1306571,,50,0.0,48.0,53.7879,0.0,0.0,0.0,107.5758,20,12,fulltime_injection
140,I,HS1306571,,40,0.0,48.0,43.0303,0.0,0.0,0.0,107.5758,8,6,fulltime_injection
141,I,HS1316643,,40,0.0,48.0,4.4331,0.0,0.0,0.0,11.0827,20,12,fulltime_injection
142,I,HS1316643,,40,0.0,48.0,4.4331,0.0,0.0,0.0,11.0827,14,12,fulltime_injection
143,I,HS1316643,,60,0.0,48.0,6.6496,0.0,0.0,0.0,11.0827,14,18,fulltime_injection
144,I,HS1316643,,50,0.0,48.0,5.5414,0.0,0.0,0.0,11.0827,8,18,fulltime_injection
145,I,HS1316643,,40,0.0,48.0,4.4331,0.0,0.0,0.0,11.0827,2,12,fulltime_injection
146,I,HS1311473,,40,0.0,48.0,0.74,0.0,0.0,0.0,1.85,20,12,fulltime_injection
147,I,HS1311473,,40,0.0,48.0,0.74,0.0,0.0,0.0,1.85,8,6,fulltime_injection
148,I,HS1311473,,40,0.0,48.0,0.74,0.0,0.0,0.0,1.85,14,18,fulltime_injection
149,I,HS1311473,,60,0.0,48.0,1.11,0.0,0.0,0.0,1.85,14,24,fulltime_injection
150,I,HS1311473,,40,0.0,48.0,0.74,0.0,0.0,0.0,1.85,20,6,fulltime_injection
151,I,HS1316721,,40,0.0,48.0,6.6542,0.0,0.0,0.0,16.6354,2,24,fulltime_injection
152,I,HS1316721,,60,0.0,48.0,9.9812,0.0,0.0,0.0,16.6354,2,18,fulltime_injection
153,I,HS1316721,,60,0.0,48.0,9.9812,0.0,0.0,0.0,16.6354,14,18,fulltime_injection
154,I,HS1316721,,40,0.0,48.0,6.6542,0.0,0.0,0.0,16.6354,8,6,fulltime_injection
155,I,HS1316721,,60,0.0,48.0,9.9812,0.0,0.0,0.0,16.6354,8,24,fulltime_injection
156,I,HS1314477,,50,0.0,48.0,113.5742,0.0,0.0,0.0,227.1484,20,18,fulltime_injection
157,I,HS1314477,,60,0.0,48.0,136.289,0.0,0.0,0.0,227.1484,20,18,fulltime_injection
158,I,HS1314477,,60,0.0,48.0,136.289,0.0,0.0,0.0,227.1484,2,18,fulltime_injection
159,I,HS1314477,,60,0.0,48.0,136.289,0.0,0.0,0.0,227.1484,14,12,fulltime_injection
160,I,HS1314477,,60,0.0,48.0,136.289,0.0,0.0,0.0,227.1484,8,18,fulltime_injection
161,I,HS1313835,,60,0.0,48.0,40.906,0.0,0.0,0.0,68.1766,20,12,fulltime_injection
162,I,HS1313835,,50,0.0,48.0,34.0883,0.0,0.0,0.0,68.1766,20,24,fulltime_injection
163,I,HS1313835,,40,0.0,48.0,27.2706,0.0,0.0,0.0,68.1766,8,6,fulltime_injection
164,I,HS1313835,,40,0.0,48.0,27.2706,0.0,0.0,0.0,68.1766,20,6,fulltime_injection
165,I,HS1313835,,40,0.0,48.0,27.2706,0.0,0.0,0.0,68.1766,20,12,fulltime_injection
166,I,HS1313205,,60,0.0,48.0,37.6111,0.0,0.0,0.0,62.6852,20,12,fulltime_injection
167,I,HS1313205,,50,0.0,48.0,31.3426,0.0,0.0,0.0,62.6852,8,6,fulltime_injection
168,I,HS1313205,,50,0.0,48.0,31.3426,0.0,0.0,0.0,62.6852,20,24,fulltime_injection
169,I,HS1313205,,40,0.0,48.0,25.0741,0.0,0.0,0.0,62.6852,14,6,fulltime_injection
170,I,HS1313205,,60,0.0,48.0,37.6111,0.0,0.0,0.0,62.6852,20,6,fulltime_injection
171,I,HS1306904,,40,0.0,48.0,76.4982,0.0,0.0,0.0,191.2455,20,12,fulltime_injection
172,I,HS1306904,,60,0.0,48.0,114.7473,0.0,0.0,0.0,191.2455,8,6,fulltime_injection
173,I,HS1306904,,50,0.0,48.0,95.6227,0.0,0.0,0.0,191.2455,8,6,fulltime_injection
174,I,HS1306904,,40,0.0,48.0,76.4982,0.0,0.0,0.0,191.2455,20,18,fulltime_injection
175,I,HS1306904,,50,0.0,48.0,95.6227,0.0,0.0,0.0,191.2455,2,24,fulltime_injection
176,I,HS1324403,,60,0.0,48.0,37.5994,0.0,0.0,0.0,62.6657,20,12,fulltime_injection
177,I,HS1324403,,40,0.0,48.0,25.0663,0.0,0.0,0.0,62.6657,20,12,fulltime_injection
178,I,HS1324403,,50,0.0,48.0,31.3328,0.0,0.0,0.0,62.6657,14,12,fulltime_injection
179,I,HS1324403,,60,0.0,48.0,37.5994,0.0,0.0,0.0,62.6657,20,6,fulltime_injection
180,I,HS1324403,,50,0.0,48.0,31.3328,0.0,0.0,0.0,62.6657,2,12,fulltime_injection
181,I,HS1316415,,40,0.0,48.0,2.2714,0.0,0.0,0.0,5.6785,14,18,fulltime_injection
182,I,HS1316415,,60,0.0,48.0,3.4071,0.0,0.0,0.0,5.6785,2,12,fulltime_injection
183,I,HS1316415,,50,0.0,48.0,2.8392,0.0,0.0,0.0,5.6785,14,12,fulltime_injection
184,I,HS1316415,,50,0.0,48.0,2.8392,0.0,0.0,0.0,5.6785,2,6,fulltime_injection
185,I,HS1316415,,50,0.0,48.0,2.8392,0.0,0.0,0.0,5.6785,14,18,fulltime_injection
186,I,HS1313925,,60,0.0,48.0,1.2007,0.0,0.0,0.0,2.0012,2,18,fulltime_injection
187,I,HS1313925,,60,0.0,48.0,1.2007,0.0,0.0,0.0,2.0012,20,18,fulltime_injection
188,I,HS1313925,,60,0.0,48.0,1.2007,0.0,0.0,0.0,2.0012,20,6,fulltime_injection
189,I,HS1313925,,40,0.0,48.0,0.8005,0.0,0.0,0.0,2.0012,2,6,fulltime_injection
190,I,HS1313925,,50,0.0,48.0,1.0006,0.0,0.0,0.0,2.0012,14,24,fulltime_injection
191,I,HS1313001,,60,0.0,48.0,4.2315,0.0,0.0,0.0,7.0525,14,24,fulltime_injection
192,I,HS1313001,,60,0.0,48.0,4.2315,0.0,0.0,0.0,7.0525,14,6,fulltime_injection
193,I,HS1313001,,40,0.0,48.0,2.821,0.0,0.0,0.0,7.0525,2,24,fulltime_injection
194,I,HS1313001,,60,0.0,48.0,4.2315,0.0,0.0,0.0,7.0525,14,12,fulltime_injection
195,I,HS1313001,,50,0.0,48.0,3.5263,0.0,0.0,0.0,7.0525,20,6,fulltime_injection
196,I,MH0101924,,60,0.0,48.0,20.9231,0.0,0.0,0.0,34.8718,20,24,fulltime_injection
197,I,MH0101924,,40,0.0,48.0,13.9487,0.0,0.0,0.0,34.8718,2,18,fulltime_injection
198,I,MH0101924,,40,0.0,48.0,13.9487,0.0,0.0,0.0,34.8718,8,18,fulltime_injection
199,I,MH0101924,,50,0.0,48.0,17.4359,0.0,0.0,0.0,34.8718,8,6,fulltime_injection
200,I,MH0101924,,40,0.0,48.0,13.9487,0.0,0.0,0.0,34.8718,14,12,fulltime_injection
201,I,HS2003111,,50,0.0,48.0,14.8606,0.0,0.0,0.0,29.7212,20,18,fulltime_injection
202,I,HS2003111,,40,0.0,48.0,11.8885,0.0,0.0,0.0,29.7212,14,18,fulltime_injection
203,I,HS2003111,,50,0.0,48.0,14.8606,0.0,0.0,0.0,29.7212,2,6,fulltime_injection
204,I,HS2003111,,60,0.0,48.0,17.8327,0.0,0.0,0.0,29.7212,20,18,fulltime_injection
205,I,HS2003111,,40,0.0,48.0,11.8885,0.0,0.0,0.0,29.7212,20,6,fulltime_injection
206,I,MH0242782,,60,0.0,48.0,5.3314,0.0,0.0,0.0,8.8856,14,6,fulltime_injection
207,I,MH0242782,,60,0.0,48.0,5.3314,0.0,0.0,0.0,8.8856,14,24,fulltime_injection
208,I,MH0242782,,60,0.0,48.0,5.3314,0.0,0.0,0.0,8.8856,20,6,fulltime_injection
209,I,MH0242782,,60,0.0,48.0,5.3314,0.0,0.0,0.0,8.8856,8,18,fulltime_injection
210,I,MH0242782,,60,0.0,48.0,5.3314,0.0,0.0,0.0,8.8856,2,6,fulltime_injection
211,I,HS1344902,,50,0.0,48.0,2.4435,0.0,0.0,0.0,4.887,2,24,fulltime_injection
212,I,HS1344902,,60,0.0,48.0,2.9322,0.0,0.0,0.0,4.887,2,6,fulltime_injection
213,I,HS1344902,,60,0.0,48.0,2.9322,0.0,0.0,0.0,4.887,2,24,fulltime_injection
214,I,HS1344902,,40,0.0,48.0,1.9548,0.0,0.0,0.0,4.887,8,24,fulltime_injection
215,I,HS1344902,,50,0.0,48.0,2.4435,0.0,0.0,0.0,4.887,20,18,fulltime_injection
216,I,HS1306554,,60,0.0,48.0,20.0283,0.0,0.0,0.0,33.3805,8,18,fulltime_injection
217,I,HS1306554,,40,0.0,48.0,13.3522,0.0,0.0,0.0,33.3805,14,24,fulltime_injection
218,I,HS1306554,,40,0.0,48.0,13.3522,0.0,0.0,0.0,33.3805,14,6,fulltime_injection
219,I,HS1306554,,50,0.0,48.0,16.6903,0.0,0.0,0.0,33.3805,8,6,fulltime_injection
220,I,HS1306554,,40,0.0,48.0,13.3522,0.0,0.0,0.0,33.3805,8,12,fulltime_injection
221,I,HS1330842,,50,0.0,48.0,4.3084,0.0,0.0,0.0,8.6168,14,24,fulltime_injection
222,I,HS1330842,,40,0.0,48.0,3.4467,0.0,0.0,0.0,8.6168,14,18,fulltime_injection
223,I,HS1330842,,40,0.0,48.0,3.4467,0.0,0.0,0.0,8.6168,20,6,fulltime_injection
224,I,HS1330842,,50,0.0,48.0,4.3084,0.0,0.0,0.0,8.6168,20,12,fulltime_injection
225,I,HS1330842,,50,0.0,48.0,4.3084,0.0,0.0,0.0,8.6168,8,18,fulltime_injection
226,I,HS1316585,,60,0.0,48.0,15.107,0.0,0.0,0.0,25.1783,20,12,fulltime_injection
227,I,HS1316585,,50,0.0,48.0,12.5891,0.0,0.0,0.0,25.1783,2,6,fulltime_injection
228,I,HS1316585,,60,0.0,48.0,15.107,0.0,0.0,0.0,25.1783,2,18,fulltime_injection
229,I,HS1316585,,40,0.0,48.0,10.0713,0.0,0.0,0.0,25.1783,20,18,fulltime_injection
230,I,HS1316585,,60,0.0,48.0,15.107,0.0,0.0,0.0,25.1783,14,24,fulltime_injection
231,I,HS1313253,,40,0.0,48.0,2.6967,0.0,0.0,0.0,6.7419,20,18,fulltime_injection
232,I,HS1313253,,50,0.0,48.0,3.3709,0.0,0.0,0.0,6.7419,20,12,fulltime_injection
233,I,HS1313253,,50,0.0,48.0,3.3709,0.0,0.0,0.0,6.7419,2,18,fulltime_injection
234,I,HS1313253,,40,0.0,48.0,2.6967,0.0,0.0,0.0,6.7419,8,24,fulltime_injection
235,I,HS1313253,,60,0.0,48.0,4.0451,0.0,0.0,0.0,6.7419,8,12,fulltime_injection
236,I,HS1313597,,40,0.0,48.0,2.2068,0.0,0.0,0.0,5.517,20,18,fulltime_injection
237,I,HS1313597,,40,0.0,48.0,2.2068,0.0,0.0,0.0,5.517,2,6,fulltime_injection
238,I,HS1313597,,60,0.0,48.0,3.3102,0.0,0.0,0.0,5.517,8,18,fulltime_injection
239,I,HS1313597,,50,0.0,48.0,2.7585,0.0,0.0,0.0,5.517,8,6,fulltime_injection
240,I,HS1313597,,60,0.0,48.0,3.3102,0.0,0.0,0.0,5.517,20,24,fulltime_injection
241,I,HS1344261,,60,0.0,48.0,1.5194,0.0,0.0,0.0,2.5324,14,24,fulltime_injection
242,I,HS1344261,,60,0.0,48.0,1.5194,0.0,0.0,0.0,2.5324,8,6,fulltime_injection
243,I,HS1344261,,40,0.0,48.0,1.013,0.0,0.0,0.0,2.5324,20,18,fulltime_injection
244,I,HS1344261,,50,0.0,48.0,1.2662,0.0,0.0,0.0,2.5324,8,18,fulltime_injection
245,I,HS1344261,,60,0.0,48.0,1.5194,0.0,0.0,0.0,2.5324,2,24,fulltime_injection
246,I,HS1344920,,50,0.0,48.0,2.1218,0.0,0.0,0.0,4.2436,8,24,fulltime_injection
247,I,HS1344920,,60,0.0,48.0,2.5461,0.0,0.0,0.0,4.2436,8,12,fulltime_injection
248,I,HS1344920,,60,0.0,48.0,2.5461,0.0,0.0,0.0,4.2436,2,24,fulltime_injection
249,I,HS1344920,,60,0.0,48.0,2.5461,0.0,0.0,0.0,4.2436,8,24,fulltime_injection
250,I,HS1344920,,40,0.0,48.0,1.6974,0.0,0.0,0.0,4.2436,8,6,fulltime_injection
251,E,HS1306571,HS1306554.2,50,0.0,48.0,-16.6747,0.0,0.0,0.0,33.3493,6,6,fulltime_injection
252,E,HS1306571,HS1306554.2,40,0.0,48.0,-13.3397,0.0,0.0,0.0,33.3493,0,24,fulltime_injection
