defect_id,defect_type,node_id,link_id,intensity_pct,start_hour,duration_h,flow,BODf,NH4,DO,baseline_flow
83,P,HS1306904,,50,9,12,19.1245,1274.6,165.5,20.71,191.2455
84,P,HS1306904,,40,19,12,15.2996,910.7,157.0,23.1,191.2455
85,P,HS1308324,,30,13,16,12.521,798.53,145.91,9.75,208.6826
86,P,HS1313402,,40,23,8,8.23,1181.58,270.84,16.78,102.8754
87,P,HS1316267,,40,20,4,1.2235,975.54,189.73,12.46,15.2943
88,P,HS1313205,,50,9,8,6.2685,1840.51,333.91,34.61,62.6852
89,P,MH0242303,,30,16,12,1.0603,650.37,141.43,19.4,17.6713
90,P,HS1316721,,30,2,6,0.9981,796.41,144.56,13.05,16.6354
91,P,HS1316267,,40,1,8,1.2235,1467.93,195.25,23.98,15.2943
92,P,HS1316811,,40,10,6,0.5405,1424.99,224.28,24.07,6.7562
93,P,HS1344159,,30,23,8,3.2329,743.13,146.83,10.37,53.8819
94,P,HS1308324,,40,10,8,16.6946,934.23,217.16,23.97,208.6826
95,P,MH0201597,,30,19,12,1.3613,947.21,201.47,15.91,22.6889
96,P,HS1316267,,40,2,6,1.2235,1273.68,252.89,15.89,15.2943
97,P,HS1313083,,50,21,8,2.6239,1347.2,235.68,22.41,26.2386
98,P,HS1308302,,50,1,6,2.7987,1849.58,314.47,17.11,27.9871
99,P,HS1306601,,50,5,8,14.4,1435.49,296.76,34.31,143.9995
100,P,HS1306904,,50,11,8,19.1245,1435.57,296.21,20.37,191.2455
